date,target_date,open,high,low,close,volume,amount,prev_close,phase,target_return,target_bp,score,score_threshold,score_excess,predicted,actual_extreme,correct,direction_correct,signed_return_bp,indicator_1,indicator_2,indicator_3,indicator_4,prediction_label
2018-01-17,2018-01-18,6288.0169,6288.1439,6202.3151,6267.4599,8419550300.0,99694461861.5,6301.1327,Development,-0.00555911355772587,-55.5911355772587,0.48401425061928266,0.8135114753699175,-0.32949722475063487,0,0,0,0,-55.5911355772587,0.4042040855644718,0.5363983272473093,0.6662600914575176,0.3113506861091356,
2018-01-18,2018-01-19,6253.0611,6295.7766,6253.0611,6286.8007,6501529300.0,76896813454.7,6267.4599,Development,0.005043145988130604,50.43145988130604,0.5862408514261079,0.8135114753699175,-0.2272706239438096,0,0,0,0,50.43145988130604,0.5014135525179965,0.5828252064144863,0.7427164152995648,0.5573223400501791,
2018-01-19,2018-01-22,6284.5962,6316.9977,6261.2353,6272.38,7180674200.0,84263163775.9,6286.8007,Development,-0.0031571161246604085,-31.571161246604085,0.5287739611435007,0.8135114753699175,-0.2847375142264168,0,0,0,0,-31.571161246604085,0.3952151877266652,0.49234282138310537,0.7493879799201472,0.5729965734170791,
2018-01-22,2018-01-23,6264.755,6347.8147,6248.3142,6347.6383,7276116900.0,85475484244.8,6272.38,Development,0.012439975705354822,124.39975705354823,0.6021954680168473,0.8135114753699175,-0.2113160073530702,0,0,0,0,124.39975705354823,0.46279389605801724,0.5173771183008584,0.8166546228130305,0.7519745825875896,
2018-01-23,2018-01-24,6342.6884,6362.58,6330.4561,6354.9978,6675388600.0,80539655636.3,6347.6383,Development,0.0016727134191236726,16.727134191236726,0.4556259538718615,0.8135114753699175,-0.357885521498056,0,0,0,0,16.727134191236726,0.4057854198763119,0.44324582808308505,0.6852140236342406,0.2675187128194919,
2018-01-24,2018-01-25,6353.2979,6395.5723,6322.9197,6394.2999,7734772700.0,94754084072.6,6354.9978,Development,0.005273072430619141,52.73072430619141,0.47379761416769267,0.8135114753699175,-0.33971386120222485,0,0,0,0,52.73072430619141,0.41836919513862697,0.4170699318670344,0.6959541413090559,0.3853912238112346,
2018-01-25,2018-01-26,6386.7993,6424.3507,6380.8375,6382.7165,8108293700.0,95990443458.7,6394.2999,Development,-0.001988398163693672,-19.88398163693672,0.458629854399801,0.8135114753699175,-0.35488162097011655,0,0,0,0,-19.88398163693672,0.42778653778910963,0.39698934302577427,0.6947722519161316,0.30734700051711206,
2018-01-26,2018-01-29,6374.0998,6401.4838,6368.9006,6383.6312,6900454900.0,82476800609.4,6382.7165,Development,0.0017158030691644122,17.15803069164412,0.5193346408407339,0.8135114753699175,-0.29417683452918364,0,0,0,0,17.15803069164412,0.4682786316467793,0.41229918991847414,0.75998443506872,0.48424723242836054,
2018-01-29,2018-01-30,6385.0365,6398.9699,6295.8952,6309.8836,8403116100.0,96862079561.9,6383.6312,Development,-0.013106941518658433,-131.06941518658434,0.44898768901857206,0.8135114753699175,-0.36452378635134547,0,0,0,0,-131.06941518658434,0.38301063547578196,0.3641008279444607,0.7144675017566193,0.372706192161881,
2018-01-30,2018-01-31,6301.3482,6330.5373,6300.4556,6313.442,7069968800.0,81577586589.1,6309.8836,Development,-0.0037462459224203437,-37.462459224203435,0.900770778704481,0.8135114753699175,0.08725930333456344,1,0,0,0,-37.462459224203435,0.9206111562601044,0.8935862115994023,0.8752324011798991,0.9062982379289687,预测大涨
2018-01-31,2018-02-01,6277.7418,6277.7418,6170.1606,6189.3413,8073349500.0,88106213760.6,6313.442,Development,-0.015410413980390114,-154.10413980390115,0.48619107588153526,0.8135114753699175,-0.32732039948838226,0,0,0,0,-154.10413980390115,0.41610261088568146,0.48909606572221,0.7026143933698448,0.3324632702301179,
2018-02-01,2018-02-02,6180.9992,6196.7148,5984.2843,5984.7428,9496852400.0,102122046941.5,6189.3413,Development,-0.03937541360626606,-393.7541360626606,0.8649711455464464,0.8135114753699175,0.05145967017652886,1,0,0,0,-393.7541360626606,0.8783032581083084,0.8674757069591453,0.8547169710320538,0.8463569138375567,预测大涨
2018-02-02,2018-02-05,5937.6198,6006.4745,5844.4638,6004.8494,8374756100.0,89557325619.6,5984.7428,Development,-0.0016644885211410942,-16.644885211410944,0.9275185732485673,0.8135114753699175,0.11400709787864982,1,0,0,0,-16.644885211410944,0.9609678435999207,0.9401623996901349,0.8764362560650951,0.9045503636064721,预测大涨
2018-02-05,2018-02-06,5927.7367,6016.157,5907.4691,5998.2236,7404651900.0,79277070536.3,6004.8494,Development,-0.0069826313304367504,-69.8263133043675,0.5161724984603258,0.8135114753699175,-0.29733897690959177,0,0,0,0,-69.8263133043675,0.40211945568708857,0.6242343574586564,0.7376276530924364,0.264926123487224,
2018-02-06,2018-02-07,5886.3455,5920.7398,5702.8503,5704.2641,9234070900.0,95655940854.5,5998.2236,Development,-0.013655416590820257,-136.55416590820258,0.5429092548251215,0.8135114753699175,-0.270602220544796,0,0,0,0,-136.55416590820258,0.4130942372031365,0.5868431562105113,0.7779108329607706,0.41875466991088994,
2018-02-07,2018-02-08,5805.965,5831.8113,5630.0868,5711.3322,8523599700.0,88965422772.9,5704.2641,Development,-0.018997599882190075,-189.97599882190076,0.9026539744869677,0.8135114753699175,0.08914249911705019,1,0,0,0,-189.97599882190076,0.9287609300842656,0.9038160904934981,0.8845011079885792,0.8701031822665651,预测大涨
2018-02-08,2018-02-09,5695.6656,5786.7852,5691.2916,5766.4797,6244479700.0,66338245095.3,5711.3322,Development,-0.011184873634435322,-111.84873634435321,0.6509269267020744,0.8135114753699175,-0.1625845486678431,0,0,0,0,-111.84873634435321,0.46211724676530547,0.6503370496920449,0.851887823630305,0.7768585480589429,
2018-02-09,2018-02-12,5631.9603,5663.1036,5490.6248,5554.8974,8431884200.0,82291670302.2,5766.4797,Development,-0.008922115448860679,-89.22115448860679,0.5253497593698777,0.8135114753699175,-0.2881617160000398,0,0,0,0,-89.22115448860679,0.4081818215513579,0.5814768341428962,0.7498369195800277,0.36743940109249384,
2018-02-12,2018-02-13,5581.7113,5714.8183,5581.7113,5699.0979,5724649400.0,61430758213.2,5554.8974,Development,0.02677238072130317,267.7238072130317,0.7513897327236682,0.8135114753699175,-0.06212174264624937,0,1,0,0,267.7238072130317,0.700362144982005,0.7409711661465778,0.8421563253222552,0.7532517833615531,
2018-02-13,2018-02-14,5731.147,5789.6975,5727.754,5736.9505,5720863400.0,62790499693.1,5699.0979,Development,0.0018734120761514372,18.734120761514372,0.4846729951230173,0.8135114753699175,-0.3288384802469002,0,0,0,0,18.734120761514372,0.3879467926581268,0.5424830264634197,0.7200174542772624,0.2654499891781182,
2018-02-14,2018-02-22,5741.8838,5761.7685,5712.879,5754.8344,4139822200.0,42489982297.3,5736.9505,Development,0.010286780794832584,102.86780794832583,0.4878811558093782,0.8135114753699175,-0.32563031956053934,0,0,0,0,102.86780794832583,0.4018281058963513,0.5090640689727227,0.7310312152096068,0.29934245716339275,
2018-02-22,2018-02-23,5800.9493,5875.7592,5797.9076,5875.7272,5963610700.0,61991950412.5,5754.8344,Development,0.013233454738175388,132.33454738175388,0.4715315942387825,0.8135114753699175,-0.34197988113113503,0,0,0,0,132.33454738175388,0.39296368818891597,0.4657544857173257,0.7125185180705406,0.31724131423863067,
2018-02-23,2018-02-26,5877.7159,5902.9357,5848.5227,5897.6765,6214785000.0,64825103161.3,5875.7272,Development,0.008286365116762395,82.86365116762396,0.45757644676567644,0.8135114753699175,-0.3559350286042411,0,0,0,0,82.86365116762396,0.39739370827158293,0.4320644947889469,0.7113682873429331,0.2811469012311738,
2018-02-26,2018-02-27,5926.4208,6032.1358,5917.6165,6029.6795,8307398700.0,92064854906.1,5897.6765,Development,0.016782878461819806,167.82878461819806,0.47154384152881,0.8135114753699175,-0.3419676338411075,0,1,0,0,167.82878461819806,0.4013432835869884,0.40345440617839107,0.7340871999248556,0.37887942122385115,
2018-02-27,2018-02-28,6025.8832,6042.3888,6000.881,6010.5573,7702215800.0,90285128511.5,6029.6795,Development,-0.009622738787900764,-96.22738787900764,0.44606493712995077,0.8135114753699175,-0.36744653823996676,0,0,0,0,-96.22738787900764,0.40905731490010333,0.3820552437528107,0.7095154752604965,0.274478607848871,
2018-02-28,2018-03-01,5967.8977,6044.0694,5939.6425,6023.677,7098691700.0,82266508208.2,6010.5573,Development,0.0032610143434594896,32.610143434594896,0.48932946449116493,0.8135114753699175,-0.3241820108787526,0,0,0,0,32.610143434594896,0.43408451656963726,0.37721045706772616,0.7498595394884792,0.4447043886941216,
2018-03-01,2018-03-02,5987.3591,6090.9953,5974.1183,6090.2247,7310177300.0,86470400021.7,6023.677,Development,0.01104283188893751,110.4283188893751,0.47821033798556833,0.8135114753699175,-0.3353011373843492,0,0,0,0,110.4283188893751,0.42127952581546024,0.35414277868320493,0.7479869068773003,0.4453637604000528,
2018-03-02,2018-03-05,6053.4765,6094.7976,6044.2591,6056.3354,7343482900.0,86135000102.6,6090.2247,Development,0.0021816389309514683,21.816389309514683,0.4240884209874269,0.8135114753699175,-0.38942305438249064,0,0,0,0,21.816389309514683,0.4039084309664929,0.32893322266479136,0.6893579627307352,0.26874687694947486,
